place_id,name,latitude,longitude,Main_category,categories,rating,address
ChIJH9CZLYRw44kRPD1wQdFSZes,Bank of America Financial Center,42.3595267,-71.0564346,Finance,"bank,finance,point_of_interest,establishment,",2.8,"60 State Street, Boston"
ChIJH9CZLYRw44kRQPO07wFov_0,CRE Brokerage-Boston,42.3593999,-71.0564346,Finance,"real_estate_agency,point_of_interest,establishment,",,"60 State Street, Boston"
ChIJH9CZLYRw44kRxHRoW-68_4E,"Archimede Ventures, Inc.",42.3593837,-71.0565553,Finance,"real_estate_agency,finance,school,point_of_interest,establishment,",,"60 State Street, Boston"
ChIJh9N_oJqI44kRDBs9UUzvO6Y,REI,42.30535,-71.393585,Health,"shoe_store,bicycle_store,clothing_store,store,point_of_interest,establishment,",4.6,"375 Cochituate Road, Framingham"
ChIJHaWZTIGh44kRp7JOjeQ8tm4,Shri Dwarkamai Shirdi Sai Baba Temple,42.5744003,-71.2846164,Community,"hindu_temple,place_of_worship,school,point_of_interest,establishment,",4.9,"267 Boston Road #9, North Billerica"
ChIJHbJ_wxZ644kRJM8ZX-deYYM,Render Coffee,42.3411422,-71.0815368,Health,"cafe,bakery,store,restaurant,food,point_of_interest,establishment,",4.6,"563 Columbus Avenue, Boston"
ChIJHbLBiyB644kR9twnYbtIZBM,"Boston Fire Department - Engine Company 37, Ladder 26",42.3371761,-71.0960445,Community,"fire_station,point_of_interest,establishment,",4.3,"560 Huntington Avenue, Boston"
ChIJHc9kx6N344kROlcPu6vPhGY,"Julie E. Sinden, PT",42.3905414,-71.1524612,Health,"physiotherapist,health,point_of_interest,establishment,",,"725 Concord Avenue, Cambridge"
ChIJhca2KTGI44kR93P2Nf5_dtU,Darling Hair Design,42.275277,-71.421143,Community,"amusement_park,hair_care,point_of_interest,establishment,",,"536 Waverly Street, Framingham"
ChIJhdC_YH1w44kRSX0V1oo9pt0,New England Aquarium,42.3591315,-71.0495815,Community,"aquarium,point_of_interest,establishment,",4.3,"1 Central Wharf, Boston"
ChIJheD2C0R344kRIw54x-eBkhU,Cambridge Fire Department,42.3752371,-71.1146658,Community,"fire_station,point_of_interest,establishment,",5,"491 Broadway, Cambridge"
ChIJHeSBGGd644kR5jzcC3tlERw,American Real Estate Servicing,42.335006,-71.0576412,Finance,"real_estate_agency,insurance_agency,lawyer,finance,point_of_interest,establishment,",,"383 Dorchester Avenue Suite 215, Boston"
ChIJHeSBGGd644kR5jzcC3tlERw,American Real Estate Servicing,42.335006,-71.0576412,Finance,"real_estate_agency,insurance_agency,lawyer,finance,point_of_interest,establishment,",,"383 Dorchester Avenue Suite 215, Boston"
ChIJheSG4Lpz44kRCeHrQAFcnG0,Melrose City Hall,42.4566546,-71.0648966,Community,"city_hall,local_government_office,point_of_interest,establishment,",5,"562 Main Street, Melrose"
ChIJhfiAzkt-44kRibajfonUhJw,EES Arts Inc,42.2356788,-71.1399709,Community,"art_gallery,point_of_interest,establishment,",,"65 Sprague Place # 10, Hyde Park"
ChIJhfNfCU5344kRjjOCxHm5Y0M,Broadway Bicycle School,42.3704722,-71.1035003,Health,"bicycle_store,store,point_of_interest,establishment,",4.2,"351 Broadway, Cambridge"
ChIJhQ4hraN_44kR9zaGxPXv6nw,Town of Dedham,42.2497581,-71.165567,Community,"city_hall,local_government_office,point_of_interest,establishment,",3,"86 Brookdale Avenue, Dedham"
ChIJHSh1laVw44kRQOleWXu9Wt8,CIC Cambridge,42.362704,-71.08339,Finance,"real_estate_agency,point_of_interest,establishment,",4.7,"1 Broadway, Cambridge"
ChIJhSIx02qR44kRGRp8L1dMRQg,Acton Bowladrome & Arcade,42.474332,-71.453734,Health,"bowling_alley,point_of_interest,establishment,",3.3,"257 Main Street, Acton"
ChIJHT7-0YuL44kRK5eQbK2vGC8,CVS Pharmacy,42.3480471,-71.5056652,Health,"pharmacy,store,health,point_of_interest,establishment,",5,"605 Boston Post Road East, Marlborough"
ChIJHUQqZQx644kReRNij_A-mm4,Consulate General of Cabo Verde in the USA,42.2345215,-71.0149382,Community,"embassy,point_of_interest,establishment,",2.4,"300 Congress Street, Quincy"
ChIJHVX2wJiI44kRsWbdIX0RrG8,Fitness Prescription,42.3119986,-71.3896432,Health,"pharmacy,store,health,point_of_interest,establishment,",,"40 Speen Street # 101, Framingham"
ChIJhwcymUSD44kR-XbpTDlhxJI,Principal Financial Services: Winter Barbara,42.3749607,-71.2738439,Finance,"insurance_agency,point_of_interest,establishment,",,"201 Jones Road #210, Waltham"
ChIJhwcymUSD44kR0sdr7INBQJk,Timothy Libby,42.3749666,-71.2739185,Finance,"insurance_agency,finance,point_of_interest,establishment,",,"201 Jones Road, 5th Floor, 201 Jones Road, Waltham"
ChIJhwcymUSD44kR2JVUt1rHpiI,Principal Financial Group: Romano Paul,42.3749904,-71.2738252,Finance,"insurance_agency,point_of_interest,establishment,",,"201 Jones Road # 212, Waltham"
ChIJhwcymUSD44kRmsEJGkbfakk,Principal Financial Group: Tarr Connell,42.3749666,-71.2739184,Finance,"insurance_agency,point_of_interest,establishment,",5,"201 Jones Road, Waltham"
ChIJhwcymUSD44kRRYPAew_f8go,Principal Life Insurance Co: Walter Robert,42.3749904,-71.2738252,Finance,"insurance_agency,point_of_interest,establishment,",,"201 Jones Road # 210, Waltham"
ChIJhwcymUSD44kRwlKKy9y9WYY,Principal Financial Group: Israel David,42.3749904,-71.2738252,Finance,"insurance_agency,point_of_interest,establishment,",,"201 Jones Road # 2, Waltham"
ChIJhWmgJRwl44kRUkfpH_j6P34,The Cape Ann Cinema & Stage,42.6115716,-70.6655242,Community,"movie_theater,point_of_interest,establishment,",4.8,"21 Main Street, Gloucester"
ChIJHwvY2t1244kR5TyD-KE1c64,Tufts University,42.4074843,-71.1190232,Education,"university,point_of_interest,establishment,",4.3,"419 Boston Avenue, Medford"
ChIJHXA5ffd244kRHgfd0hF-mEU,Jikiden Reiki Medford,42.414049,-71.141199,Community,"amusement_park,point_of_interest,establishment,",5,"91 Park Street, Medford"
ChIJHXD7ixh-5IkRYs0wXCYGdME,Camp Ramah In New England,42.1656575,-71.201454,Community,"campground,park,lodging,point_of_interest,establishment,",,"1206 Boston Providence Highway Suite 201, Norwood"
ChIJhyqaN6Rw44kR-skkfBapDkM,Risk Management,42.3622387,-71.0816306,Finance,"insurance_agency,point_of_interest,establishment,",,"101 Main Street, Cambridge"
ChIJhZq9tM1v44kRk_42suPRFzE,Winthrop Yoga Studio,42.3749936,-70.9875228,Community,"hindu_temple,place_of_worship,gym,health,point_of_interest,establishment,",,"21 Somerset Avenue, Winthrop"
ChIJI_6Ujg5644kRIHsKOW5I65c,Sherry Delosh - Makeup Artist,42.3495039,-71.0806507,Community,"beauty_salon,point_of_interest,establishment,",,"745 Boylston Street, Boston"
ChIJI_6Ujg5644kRjC7_qXMSS1c,Hirayama Kikuko DDS,42.3495194,-71.0805865,Health,"dentist,health,point_of_interest,establishment,",5,"745 Boylston Street #403, Boston"
ChIJI_6Ujg5644kRuVilkaF0W58,Boston Realty Advisors,42.3495222,-71.0806551,Finance,"real_estate_agency,point_of_interest,establishment,",3,"745 Boylston Street, Boston"
ChIJI_6Ujg5644kRVoCHWQrbjIw,"Emad Abdallah, DMD, MS",42.3495039,-71.0806507,Health,"dentist,doctor,health,point_of_interest,establishment,",,"745 Boylston Street, Boston"
ChIJi_uCw4F344kR-dbyORL6vxw,Mount Auburn Cemetery,42.375208,-71.144974,Community,"cemetery,point_of_interest,establishment,",4.8,"580 Mt Auburn St, Cambridge"
ChIJi-0A9uR344kRxXFvJ95SQBg,Studio Cinema,42.3855543,-71.184475,Community,"movie_theater,point_of_interest,establishment,",4.6,"376 Trapelo Road, Belmont"
ChIJi-8Z_p5644kRIe9Mo6VaV3E,The Fainting Couch - Custom Furniture,42.3442774,-71.0289819,Community,"furniture_store,art_gallery,home_goods_store,store,point_of_interest,establishment,",,"25 Dry Dock Avenue, Boston"
ChIJI0e1Z7tw44kRqQW5QGK9hUU,Intrepid Labs,42.3671521,-71.0801972,Finance,"real_estate_agency,point_of_interest,establishment,",5,"222 Third Street, Cambridge"
ChIJI0TW0D5j44kRkhjUN04ky6E,Faxon Commons,42.2415835,-70.9856044,Finance,"real_estate_agency,point_of_interest,establishment,",2.5,"1037 Southern Artery, Quincy"
ChIJi0YhSomJ44kRR68yBB4Fk5I,Mr Cat Roofer,42.2947994,-71.4718453,Finance,"roofing_contractor,point_of_interest,establishment,",,"1622 Worcester Road, Framingham"
ChIJi1-tWRae44kR_74QrossTvU,Burtons Grill of Burlington,42.4711481,-71.2096265,Health,"bar,restaurant,food,point_of_interest,establishment,",4.3,"43 Middlesex Turnpike #10b, Burlington"
ChIJi1-tWRae44kR_74QrossTvU,Burtons Grill of Burlington,42.4711481,-71.2096265,Community,"bar,restaurant,food,point_of_interest,establishment,",4.3,"43 Middlesex Turnpike #10b, Burlington"
ChIJI1C79NqE5IkRo6arN8wrAbw,Brockton Police Department,42.0848045,-71.0161847,Community,"police,point_of_interest,establishment,",3.4,"7 Commercial Street, Brockton"
ChIJi2OvhbV544kRlSdGNOkWk-I,Bagardi Laser Center,42.3356473,-71.1498557,Community,"beauty_salon,hair_care,health,point_of_interest,establishment,",4.8,"2001 Beacon Street #303, Brighton"
ChIJi3dc6hZ644kR2YqJCto8RSw,United South End Settlements,42.340696,-71.081186,Community,"art_gallery,point_of_interest,establishment,",4.4,"566 Columbus Avenue, Boston"
ChIJi4Gu8jRz44kRhf3XtU-aZaw,Wakefield Fire Chief,42.5041176,-71.069306,Community,"fire_station,point_of_interest,establishment,",,"1 Union Street, Wakefield"
ChIJi4lgLmUU44kRBaLRaEqKnZo,Magic Parlor,42.5217217,-70.8943434,Education,"book_store,clothing_store,store,point_of_interest,establishment,",4.4,"213 Essex St, Salem"
ChIJi4yaTz6k44kR2qZu9eO4Ezc,Lowell District Court,42.642575,-71.306854,Community,"courthouse,local_government_office,point_of_interest,establishment,",1.6,"41 Hurd Street, Lowell"
ChIJI65w3bwW44kRYqh9Ds3N1_8,Faith Family Church,42.5592604,-70.885849,Community,"church,place_of_worship,point_of_interest,establishment,",5,"100 Cummings Center #406e, Beverly"
ChIJi6unrhoK5IkRLq3vPfx5F38,Shri Gurusthan,42.2905726,-71.6558966,Community,"hindu_temple,place_of_worship,point_of_interest,establishment,",1,"107 Otis Street, Northborough"
ChIJi79a2VRh44kRSDqk6kj4teU,Rite Aid,42.248663,-70.904004,Health,"pharmacy,convenience_store,store,health,food,point_of_interest,establishment,",5,"184 Lincoln Street, Hingham"
ChIJI7g_x1t244kRJl0sYBaa6b8,Arlington Police Department,42.4191821,-71.152016,Community,"police,point_of_interest,establishment,",3.7,"112 Mystic Street, Arlington"
ChIJi9ngFmx644kRGkTvIKGxtHY,Cathedral High School,42.341004,-71.068731,Education,"school,point_of_interest,establishment,",4.5,"74 Union Park Street, Boston"
ChIJIaShgpJ544kRv5YOUaKv3Zg,Temple Israel,42.3401701,-71.1092281,Community,"synagogue,cemetery,place_of_worship,school,point_of_interest,establishment,",4.2,"477 Longwood Avenue, Boston"
ChIJIb6jTpV-44kRzR8KHYV66Xg,Pizza Hut,42.2669646,-71.1204306,Health,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment,",3.2,"950 Hyde Park Avenue, Hyde Park"
ChIJidlfo41544kRVa1Ut4-sbcU,"Kurt Marcella, PTA",42.3388833,-71.1066872,Health,"physiotherapist,health,point_of_interest,establishment,",,"330 Brookline Avenue, Boston"
ChIJIegW9nZ644kRMSI43hrbxjE,Rock Bottom Restaurant & Brewery,42.3513292,-71.0653274,Health,"restaurant,bar,food,point_of_interest,establishment,",3.6,"115 Stuart Street, Boston"
ChIJIegW9nZ644kRMSI43hrbxjE,Rock Bottom Restaurant & Brewery,42.3513292,-71.0653274,Community,"restaurant,bar,food,point_of_interest,establishment,",3.6,"115 Stuart Street, Boston"
ChIJif6Jvi9844kRV7HhB2CK7h0,Milton High School,42.2511585,-71.0872894,Education,"school,point_of_interest,establishment,",3.7,"25 Gile Road, Milton"
ChIJifW6vP5644kRUSlV8CI7Cng,Boston College High School,42.3162356,-71.0454645,Education,"school,point_of_interest,establishment,",4.6,"150 Morrissey Boulevard, Boston"
ChIJIQcV2Eae44kRviKev-EuA88,AMC Burlington Cinema 10,42.4815881,-71.219089,Community,"movie_theater,point_of_interest,establishment,",4.2,"20 South Avenue, Burlington"
ChIJiQDK-2d344kRcg7cr0OGj8Q,New England Comics,42.3722338,-71.1215988,Education,"book_store,store,point_of_interest,establishment,",4.8,"Harvard Square, 14 Eliot St A, Cambridge"
ChIJiQgL84N644kR_4MFgQKB05w,J P Morgan,42.3453171,-71.0421791,Finance,"bank,finance,point_of_interest,establishment,",2,"70 Fargo Street, Boston"
ChIJiQHSRZpw44kRH5bLAygpjbs,"Boston Periodontics & Dental: Marc L Nevins DMD, MMSc, PC",42.3614471,-71.0660265,Health,"dentist,health,point_of_interest,establishment,",4.9,"175 Cambridge Street, Boston"
ChIJiQVDX01444kRpxWypuh_FX8,Consulate of Chile,42.3387692,-71.1461079,Community,"embassy,point_of_interest,establishment,",2.2,"19 Lanark Road, Brighton"
ChIJIR32SKVs44kR-kzY3U0a8Xg,Swampscott Town Hall,42.4696372,-70.9183894,Community,"city_hall,local_government_office,point_of_interest,establishment,",1,"22 Monument Avenue, Swampscott"
ChIJISb7d4B644kRiNArGetkx_Y,Studio Soto,42.3454903,-71.0519347,Community,"art_gallery,point_of_interest,establishment,",5,"10 Channel Center Street, Boston"
ChIJiU8oQJ2d5IkR--WYT5wYYsU,It's All About Cars,42.1716215,-70.9530417,Education,"book_store,car_dealer,store,point_of_interest,establishment,",,"35 Pleasant Valley Road # 3014, South Weymouth"
ChIJiUMhBD2q44kRktQ3RZ9-_Rw,Chasers Poker Room and Casino,42.7698689,-71.2186301,Community,"casino,point_of_interest,establishment,",4.6,"7 Veterans Memorial Parkway, Salem"
ChIJIUwlKJGC44kRIgIW5N_oIiw,Central Congregational Church,42.3534301,-71.2072771,Community,"church,place_of_worship,point_of_interest,establishment,",5,Newton
ChIJiUXrN2dx44kRniRsCjTWf7s,Malden Emergency Center,42.4260235,-71.0718762,Community,"fire_station,point_of_interest,establishment,",4,"114 Centre Street, Malden"
ChIJIVrSDMx544kRamNMmGt-TjI,Rock City Pizza,42.3523073,-71.1404429,Health,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment,",4.1,"568 Cambridge Street, Allston"
ChIJIwcEmnd644kRJ434N3Edq5U,Center Theatre,42.3514768,-71.0628057,Community,"movie_theater,point_of_interest,establishment,",4.5,"Washington Street, Boston"
ChIJIwLQKXZ844kROgLCjVnypQw,Carney Hospital,42.2772719,-71.0652514,Health,"hospital,point_of_interest,establishment,",2.8,"2100 Dorchester Avenue, Dorchester Center"
ChIJIWPBUHCf5IkR5xFHw6a8awc,Boston Bowl - Hanover,42.1151349,-70.8272327,Health,"bowling_alley,point_of_interest,establishment,",4.1,"58 Rockland Street, Hanover"
ChIJIWUVrc9544kRTg4xxZ3Cocs,Domino's Pizza,42.3538823,-71.1357071,Health,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment,",2.8,"450 Cambridge Street, Allston"
ChIJIxBU5hl644kRwxzmXUbmdKU,Uno Pizzeria & Grill,42.3415678,-71.0860638,Health,"restaurant,bar,meal_takeaway,food,point_of_interest,establishment,",3.6,"280 Huntington Avenue, Boston"
ChIJiXTwkLaD44kRN5fKmaB3WCw,Fresenius Medical Care at Newton Wellsley,42.3311909,-71.2451012,Finance,"hospital,insurance_agency,health,point_of_interest,establishment,",,"2014 Washington Street, Newton Lower Falls"
ChIJiXTwkLaD44kRzjKOBwtcwsM,"Dr. Keith B. Isaacson, MD",42.3306311,-71.2464418,Health,"doctor,health,point_of_interest,establishment,",5,"2014 Washington Street, Newton"
ChIJIy8qkfCC44kR-61Y85u3e0o,Newton District Court,42.349492,-71.227162,Community,"courthouse,local_government_office,point_of_interest,establishment,",2.2,"1309 Washington Street, West Newton"
ChIJiyjgHMyd44kRrzrDj6g64jA,Lexington High School,42.443128,-71.2331283,Education,"school,point_of_interest,establishment,",4.2,"251 Waltham Street, Lexington"
ChIJIZ4rn0Fj44kRySx7VzNxQ74,Pet Gossip,42.2474025,-70.9812032,Community,"pet_store,aquarium,store,point_of_interest,establishment,",4.2,"503 Washington Street, Quincy"
ChIJIZ9CH5Ch44kRdV6POecWFBA,Collins Bowladrome,42.568293,-71.2753979,Health,"bowling_alley,point_of_interest,establishment,",4.2,"325 Boston Road, North Billerica"
ChIJIZSDP24K5IkROS84v4aNpkM,Regal Cinemas Westborough 12,42.2871754,-71.6354871,Community,"movie_theater,point_of_interest,establishment,",3.9,"231 Turnpike Road, Westborough"
ChIJj_H_npB_44kRoqTjc0Wa32E,Dedham Court House,42.248577,-71.176233,Community,"courthouse,point_of_interest,establishment,",,"650 High Street, Dedham"
ChIJj_H_npB_44kRSRJcUJ7jenQ,Norfolk County Superior Court,42.248577,-71.176233,Community,"courthouse,local_government_office,point_of_interest,establishment,",2,"650 High Street, Dedham"
ChIJj_H_npB_44kRSRJcUJ7jenQ,Norfolk County Superior Court,42.248577,-71.176233,Community,"courthouse,local_government_office,point_of_interest,establishment,",2,"650 High Street, Dedham"
ChIJj_OgqIJ644kRJqlIHQtuHkY,Tony CŠ—Ès Seaport,42.3489694,-71.038618,Health,"bar,restaurant,food,point_of_interest,establishment,",3.7,"250 Northern Avenue, Boston"
ChIJj_OgqIJ644kRJqlIHQtuHkY,Tony CŠ—Ès Seaport,42.3489694,-71.038618,Community,"bar,restaurant,food,point_of_interest,establishment,",3.7,"250 Northern Avenue, Boston"
ChIJJ_UaeM4Z44kRPr6fObVqYCU,Pingree Woodland Trail,42.6336611,-70.8655648,Community,"campground,park,lodging,point_of_interest,establishment,",5,"Cutler Road, Hamilton"
ChIJJ_Ub2sx744kR82BbD_ZF2w4,Boston Police Department,42.3186408,-71.0811973,Community,"police,point_of_interest,establishment,",1,"364 Warren Street, Roxbury"
ChIJj-QAA7xw44kRi3BFHyXuGRw,Multicultural Arts Center,42.3699675,-71.0789822,Community,"art_gallery,point_of_interest,establishment,",4.5,"41 Second Street, Cambridge"
ChIJj09ok3R644kRKTmf_uj5MiI,Consulate of Colombia,42.3508763,-71.0714757,Community,"embassy,point_of_interest,establishment,",4.1,"31 Saint James Avenue #960, Boston"
ChIJJ0BCeBmP44kREFHxTy8vIOc,Rite Aid,42.359561,-71.421081,Health,"pharmacy,convenience_store,store,health,food,point_of_interest,establishment,",,"423 Boston Post Road, Sudbury"
ChIJJ0R5TV6L44kRFlwn523PAHw,Marlborough Police Department,42.3581894,-71.5512383,Community,"police,point_of_interest,establishment,",3.7,"355 Bolton Street, Marlborough"
ChIJJ2f7GoRw44kRLou2I-hb5gk,Boston Dental Design,42.357432,-71.0557373,Health,"dentist,health,point_of_interest,establishment,",4.3,"10 Post Office Square #655, Boston"
ChIJJ2zGqnV644kRXxOOM7KRNls,Boston Transit Arlington Station,42.3518634,-71.0707579,Community,"local_government_office,point_of_interest,establishment,",,"587 Boylston Street, Boston"
ChIJJ38hENKM44kRXgJLpXdpu7w,Hudson Town Hall,42.3915573,-71.56766,Community,"city_hall,local_government_office,point_of_interest,establishment,",5,"78 Main Street, Hudson"
ChIJJ3Q4sNad44kRz7hgKK-Q1-k,Yuci Ma DMD Orthodontics,42.4538641,-71.2324467,Health,"dentist,health,point_of_interest,establishment,",5,"57 Bedford Street #120, Lexington"
ChIJj3t2NXsU44kRaCzahE_q2g8,Passage To India,42.5200083,-70.8950189,Health,"meal_delivery,restaurant,food,point_of_interest,establishment,",4.2,"157 Washington Street, Salem"
ChIJj3wNbw5644kRZGckUUlikrI,Avalon at Prudential Center,42.348156,-71.080817,Finance,"real_estate_agency,point_of_interest,establishment,",4.5,"780 Boylston Street, Boston"
ChIJj46Am_9244kRAKPvBUE4J5E,United States Postal Service,42.40682,-71.144012,Community,"post_office,finance,point_of_interest,establishment,",4.7,"240 Massachusetts Avenue, Arlington"
ChIJJ4tq3t6C44kROU0EEfc9Aus,City of Waltham,42.3676255,-71.2375157,Community,"city_hall,local_government_office,point_of_interest,establishment,",,"510 Moody Street, Waltham"
ChIJj4ugYc1544kR8RAdXR-VPog,Flatbread Company Brighton,42.3570274,-71.1446456,Health,"bowling_alley,meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment,",4.3,"2028, 76 Guest Street, Boston"
ChIJJ6TnFRB644kRorSsSgVv8Bk,Apropos,42.3463836,-71.0840229,Community,"cafe,restaurant,food,point_of_interest,establishment,",2.4,"39 Dalton Street, Boston"
ChIJJ78DMQt644kRsqpw408uLdk,Gallery NAGA,42.3521193,-71.0739954,Community,"art_gallery,point_of_interest,establishment,",5,"67 Newbury Street, Boston"
ChIJj7BtWMtv44kRD-4Bo30BqcA,Winthrop Town Hall,42.3776149,-70.9845623,Community,"city_hall,local_government_office,point_of_interest,establishment,",5,"1 Metcalf Square, Winthrop"
ChIJJ852yKoH44kRqCunZvy_qfI,Az’©e Pharmacy and Medical Solutions,42.7064888,-71.1456515,Health,"pharmacy,store,health,point_of_interest,establishment,",3,"25 Marston Street, Lawrence"
ChIJj8cVMAV25IkRMjAjfNe53ZU,Ashland Town Hall,42.2611305,-71.4661863,Community,"city_hall,local_government_office,point_of_interest,establishment,",,"101 Main Street, Ashland"
ChIJj8hWK49544kRAxbjHpn665M,TGI Fridays,42.3335186,-71.1046939,Community,"restaurant,bar,food,point_of_interest,establishment,",3.4,"1626 Tremont Street, Boston"
ChIJj8pw5N-D44kRcuiMx9WifLA,MassBay Community College,42.3120228,-71.2637644,Education,"university,school,point_of_interest,establishment,",3.4,"50 Oakland Street, Wellesley Hills"
ChIJJ8SGWFZg44kRYbsNJw6rOiA,Wompatuck Camp Grounds,42.2003062,-70.8515885,Community,"campground,park,lodging,point_of_interest,establishment,",3.5,"271 Union Street, Hingham"
ChIJJ9Ao_C9_44kR45WbZegmYQ0,US Post Office,42.2863646,-71.1536901,Community,"post_office,finance,point_of_interest,establishment,",2.6,"1834 Centre Street, Boston"
ChIJj9zcb3J644kRdUUpklYbciM,Community Bike Supply,42.3454985,-71.0693804,Health,"bicycle_store,store,point_of_interest,establishment,",4.1,"496 Tremont Street, Boston"
ChIJja5Ijf5444kRX1RAwQsoLF8,"Sheri Martinelli, MPT",42.3260281,-71.1484568,Health,"physiotherapist,health,point_of_interest,establishment,",,"830 Boylston Street, Chestnut Hill, MA 02467, Chestnut Hill"
ChIJJaqaZVR344kRQujglyyDkpQ,Underground Railway Theater,42.3634877,-71.1012629,Community,"movie_theater,point_of_interest,establishment,",,"450 Massachusetts Avenue, Cambridge"
ChIJJb1XRW5644kRBqEDvlcEfRE,Ars Libri Ltd,42.3421138,-71.0658051,Education,"book_store,store,point_of_interest,establishment,",5,"500 Harrison Avenue # 1F, Boston"
ChIJjbhQv4dw44kReJ25Ysa0tho,Legal Sea Foods,42.3593708,-71.0511601,Health,"bar,restaurant,food,point_of_interest,establishment,",4.2,"255 State Street, Boston"
ChIJjbhQv4dw44kReJ25Ysa0tho,Legal Sea Foods,42.3593708,-71.0511601,Community,"bar,restaurant,food,point_of_interest,establishment,",4.2,"255 State Street, Boston"
ChIJJbL-od-f44kRXih-yVUJHJk,Burlington Town Hall,42.506193,-71.193896,Community,"city_hall,local_government_office,point_of_interest,establishment,",,"29 Center Street, Burlington"
ChIJJd6cLe985IkRR17QUCjXnew,Family Funway Foxboro,42.1053039,-71.252783,Community,"amusement_park,point_of_interest,establishment,",3.9,"2 Washington Street, Foxborough"
ChIJJfr8_HR644kRZdqPpCjvDdA,Arlington Street Church,42.3520452,-71.0711798,Community,"church,place_of_worship,point_of_interest,establishment,",4.4,"351 Boylston Street, Boston"
ChIJJQc5YsGD44kRI738fhP6wt4,Papa Razzi,42.3249403,-71.2597624,Health,"bar,restaurant,food,point_of_interest,establishment,",4.3,"16 Washington Street, Wellesley"
ChIJJQc5YsGD44kRI738fhP6wt4,Papa Razzi,42.3249403,-71.2597624,Community,"bar,restaurant,food,point_of_interest,establishment,",4.3,"16 Washington Street, Wellesley"
ChIJjQGcEfd544kRwLFbyHtPIgM,Fineman & Pappas Law Libraries,42.3509484,-71.1070991,Education,"library,point_of_interest,establishment,",5,"765 Commonwealth Avenue, Boston"
ChIJjQRXhiJ344kRhsaHHvwdMPg,Domino's Pizza,42.3938077,-71.1204913,Health,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment,",2.9,"201 Elm Street, Somerville"
ChIJJRC3MYdw44kR7gPZtT-EioY,Choate Hall & Stewart LLP,42.3564044,-71.0518978,Community,"lawyer,point_of_interest,establishment,",5,"2, International Place, Boston"
ChIJJRC3MYdw44kR8cmToy_Pl2g,Lowell William A,42.3564389,-71.0518526,Finance,"accounting,lawyer,finance,point_of_interest,establishment,",,"2 International Place, Boston"
ChIJJRC3MYdw44kRAGAvfi4MDZ4,Eastdil Secured,42.356429,-71.0519069,Finance,"real_estate_agency,point_of_interest,establishment,",,"2 International Place # 5, Boston"
ChIJJRC3MYdw44kRB77EdwSOnVg,Governo Law Firm LLC,42.3563211,-71.051765,Community,"lawyer,point_of_interest,establishment,",5,"Two International Place, 23, Boston"
ChIJJRC3MYdw44kRchb2p4CwwsY,"LeClairRyan - Boston, MA",42.356069,-71.052339,Finance,"accounting,lawyer,finance,point_of_interest,establishment,",,"One International Place, 11th Floor, Boston"
ChIJJRC3MYdw44kRchb2p4CwwsY,"LeClairRyan - Boston, MA",42.356069,-71.052339,Community,"accounting,lawyer,finance,point_of_interest,establishment,",,"One International Place, 11th Floor, Boston"
ChIJJRC3MYdw44kRe_rJZlaa0iE,Choate Hall & Stewart: Cohen Stephen M L,42.356429,-71.0519069,Education,"lawyer,library,point_of_interest,establishment,",,"2 International Place, Boston"
ChIJJRC3MYdw44kRrC5RFmXeKB0,Thomas Weisel Partners,42.356429,-71.0519069,Finance,"bank,atm,finance,point_of_interest,establishment,",,"2 International Place # 2610, Boston"
ChIJJRC3MYdw44kRrC5RFmXeKB0,Thomas Weisel Partners,42.356429,-71.0519069,Finance,"bank,atm,finance,point_of_interest,establishment,",,"2 International Place # 2610, Boston"
ChIJJRC3MYdw44kRVnUn2OdCupg,Bentall Kennedy: Real Estate Advisors,42.3561065,-71.0568336,Finance,"real_estate_agency,finance,point_of_interest,establishment,",,"1 Federal Street, Boston"
ChIJjRJQw_pd44kR-VgR85ANAO4,Red Lion Inn,42.2397845,-70.8013735,Health,"lodging,restaurant,food,point_of_interest,establishment,",4.2,"71 South Main Street, Cohasset"
ChIJjSF9LLcT44kR4DhNqhnaKkE,Sports Medicine North,42.5377953,-70.9456086,Health,"physiotherapist,doctor,health,point_of_interest,establishment,",3.2,"2, 1 Orthopedics Drive, Peabody"
ChIJJSmZRCh344kRKoGHlcJWxNE,City of Somerville,42.386813,-71.0986037,Community,"city_hall,local_government_office,point_of_interest,establishment,",3.5,"93 Highland Avenue, Somerville"
ChIJjSse9T9644kRo9eQsaidHMQ,Boston Medical Center: Henville Jasmin L DDS,42.334855,-71.073732,Health,"dentist,health,point_of_interest,establishment,",5,"1 Boston Medical Center Place # 1, Boston"
ChIJjSse9T9644kRs8CyONdqmJs,Boston Medical Center: Brajcich Douglas J DDS,42.334855,-71.073732,Health,"dentist,health,point_of_interest,establishment,",,"1 Boston Medical Center Place # 1, Boston"
ChIJJSZR-lyI44kRIB9nluEWs9Y,Framingham Fire Station 5,42.2900586,-71.4097593,Community,"fire_station,point_of_interest,establishment,",5,Framingham
ChIJjTMNT69w44kRSPoObzwdSX8,MIT Coop,42.3590407,-71.0949822,Education,"book_store,store,point_of_interest,establishment,",4.3,"84 Massachusetts Avenue, Cambridge"
